name,provider_id,type,region,state,address,phone,particip_date,certified_beds,hospital_based,ownership_type,termination_code,termination_date
"NEW YORK CITY CHAPTER N Y S A R C, INC",33H454,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"126 EAST 126TH STREET APARTMENT 6 D
NEW YORK, NY 10035",212 534-6188,2010-10-21,6,No,Non-Profit,,
TACONIC D D S O - 18 SINPATCH,33H455,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"18 SINPATCH ROAD
WASSAIC, NY 12592",845 877-6821,2010-11-05,6,No,Non-Profit,Vol-Other,2019-05-29
"BIRCH FAMILY SERVICES, INC",33H456,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"418 GROVE STREET UNIT A
BROOKLYN, NY 11237",718 451-5231,2010-12-23,6,No,Non-Profit,,
"CITIZENS OPTIONS UNLIMITED, INC",33H457,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"980 WASHINGTON AVENUE
PLAINVIEW, NY 11803",516 267-2740,2010-12-01,48,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H458,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"68 TEKENE ROAD
MONTICELLO, NY 12701",845 707-8107,2010-12-17,5,No,For Profit,,
S C O FAMILY OF SERVICES,33H459,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"1870 SHIEFFELIN PLACE
BRONX, NY 10466",718 293-7401,2011-02-02,24,No,Non-Profit,,
"BIRCH FAMILY SERVICES, INC",33H460,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"418 GROVE STREET
BROOKLYN, NY 11237",212 216-9780,2011-03-04,6,No,Non-Profit,,
"CHAUTAUQUA COUNTY CHAPTER N Y S A R C, INC",33H461,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"27A GIFFORD AVENUE
CELORON, NY 14720",716 517-2164,2011-04-01,13,No,For Profit,,
"THE CENTER FOR DISCOVERY, INC",33H462,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"CEDAR I C F 72 TEKENE ROAD
MONTICELLO, NY 12701",845 707-8612,2011-05-09,4,No,Non-Profit,,
TACONIC D D S O - 51 SINPATCH,33H463,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"51 SINPATCH ROAD
WASSAIC, NY 12592",914 877-6821,2011-05-09,4,No,Government,,
HEARTSHARE HUMAN SERVICES,33H464,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"131 BAY 19TH STREET, 1ST FLOOR
BROOKLYN, NY 11214",718 676-5324,2011-05-28,7,No,Non-Profit,,
HEARTSHARE HUMAN SERVICES,33H465,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"131 BAY 19TH STREET
BROOKLYN, NY 11214",718 676-5324,2011-06-03,7,No,Non-Profit,,
"DEVEREUX FOUNDATION, INC",33H466,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"36 MOUNTAIN VIEW TERRACE
LIVINGSTON, NY 12541",518 537-6713,2011-05-01,5,No,Non-Profit,,
WESTERN NEW YORK D D S O,33H467,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"526 LEYDECKER ROAD
WEST SENECA, NY 14224",716 517-2149,2011-05-12,4,No,Government,Vol-Other,2013-01-01
WESTERN NEW YORK D D S O,33H468,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"648 LEYDECKER ROAD
WEST SENECA, NY 14224",585 461-8818,2011-04-25,7,No,Non-Profit,Vol-Other,2016-02-12
WESTERN NEW YORK D D S O,33H469,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"650 LEYDECKER ROAD
WEST SENECA, NY 14224",585 461-8818,2011-04-25,7,No,Non-Profit,Vol-Other,2016-03-04
RICHMOND CHILDREN'S CENTER,33H470,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"622 MOUNTAIN VIEW ROAD
PEEKSKILL, NY 10566",914 471-4105,2011-07-17,6,No,Non-Profit,,
CARDINAL MCCLOSKEY SERVICES,33H471,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"30 SOUTH 10TH AVENUE
MOUNT VERNON, NY 10550",914 997-8000,2011-08-01,12,No,Non-Profit,Vol-Risk Invol,2018-03-30
RICHMOND CHILDREN'S CENTER,33H472,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"2820 LEXINGTON AVENUE
YORKTOWN, NY 10598",914 471-4105,2011-08-07,6,No,For Profit,,
"DEVEREUX FOUNDATION, INC",33H473,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"1374 OLD POST ROAD
KINDERHOOK, NY 12106",845 758-1899,2011-08-26,5,No,Non-Profit,,
"EASTER SEALS OF NEW YORK, INC",33H474,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"304 DALEY BLVD
ROCHESTER, NY 14617",585 957-9202,2011-08-03,8,No,Non-Profit,,
"EASTER SEALS OF NEW YORK, INC",33H475,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"404 ROGER PARKWAY
ROCHESTER, NY 14617",585 957-9202,2011-08-18,9,No,Non-Profit,Invol-Agreement,2018-07-31
"EASTER SEALS OF NEW YORK, INC",33H476,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"302 DALEY BLVD
ROCHESTER, NY 14617",585 957-9202,2011-09-07,8,No,Non-Profit,,
"DEVEREUX FOUNDATION, INC",33H477,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"20 CALDWELL ROAD
POUGHKEEPSIE, NY 12603",845 758-1899,2012-03-16,5,No,Non-Profit,Vol-Other,2018-09-30
THE NEW YORK FOUNDLING HOSPITAL,33H478,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"12 DURYEA LANE
NANUET, NY 10954",845 623-1925,2012-04-09,6,No,Non-Profit,Vol-Other,2015-09-30
"LIFESPIRE, INC",33H479,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"315 JAMES STREET
CONNELLY, NY 12417",845 331-7141,2012-06-29,8,No,Non-Profit,,
BROOKLYN D D S O ANNEX,33H480,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"888 FOUNTAIN AVENUE, BUILDING 1, WING 112
BROOKLYN, NY 11208",718 642-4513,2012-06-28,10,No,Non-Profit,Vol-Other,2015-12-21
TACONIC D D S O-22 SINPATCH,33H481,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"22 SINPATCH ROAD
WASSAIC, NY 12592",845 877-3785,2012-07-09,7,No,Government,,
"OPENGATE, INC",33H482,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"30 WARREN STREET
SOMERS, NY 10589",914 277-3661,2012-10-01,12,No,Non-Profit,Vol-Other,2016-06-30
"DEVEREUX FOUNDATION, INC",33H483,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"17 DEVEREUX WAY
RED HOOK, NY 12571",245 758-1899,2013-02-01,5,No,Non-Profit,,
Y 01 BILLY AND BRANDON I C F,33H485,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"112 MAIN STREET
ALBANY, NY 12208",888 555-1213,2018-07-24,10,No,Non-Profit,,
"DEVEREUX FOUNDATION, INC",33H533,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"141 DEVEREUX WAY
RED HOOK, NY 12571",845 835-6034,2014-04-07,10,No,Non-Profit,,
SERVICES FOR THE UNDERSERVED - BROOKLYN UNIT,33H534,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"888 FOUNTAIN AVENUE - WINGS 221, 222, 223 AND 224
BROOKLYN, NY 11208",212 633-6900,2014-10-01,40,No,Non-Profit,Vol-Other,2016-07-28
YOUNG ADULT INSTITUTE - BROOKLYN UNIT,33H535,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"888 FOUNTAIN AVENUE - WING 214
BROOKLYN, NY 11208",212 273-6543,2014-10-01,10,No,Non-Profit,Vol-Other,2015-12-21
"BLOCK INSTITUTE, INC. - BROOKLYN UNIT",33H536,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"888 FOUNTAIN AVENUE - WINGS 211, 212 AND 213
BROOKLYN, NY 11208",718 258-6504,2014-10-01,30,No,Non-Profit,Vol-Other,2015-12-31
DEVELOPMENTAL DISABILITIES INSTITUTE,33H537,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"25 LITTLE PLAINS ROAD, BLDG 1, BIRCHWOOD
HUNTINGTON, NY 11743",631 925-5619,2014-06-16,6,No,Non-Profit,,
DEVELOPMENTAL DISABILITIES INSTITUTE,33H538,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"25 LITTLE PLAINS ROAD - BLDG 2 - GARDNER
HUNTINGTON, NY 11743",361 925-5627,2014-06-16,6,No,Non-Profit,,
DEVELOPMENTAL DISABILITIES INSTITUTE,33H539,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"25 LITTLE PLAINS ROAD - BLDG 3 - WHITMAN
HUNTINGTON, NY 11743",631 925-5618,2014-06-16,6,No,Non-Profit,,
DEVELOPMENTAL DISABILITIES INSTITUTE,33H540,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"25 LITTLE PLAINS ROAD, BLDG 4 - VANDERBUILT
HUNTINGTON, NY 11743",631 925-5619,2014-06-16,6,No,Non-Profit,,
"SERVICES FOR THE UNDERSERVED, INC",33H541,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"101-38 92ND STREET
OZONE PARK, NY 11416",646 766-3213,2015-04-22,10,No,Non-Profit,Vol-Other,2016-02-29
"QUEENS SERVICES FOR AUTISTIC CITIZENS, INC",33H542,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"112-16 200TH STREET
SAINT ALBANS, NY 11412",718 217-0690,2015-05-04,14,No,Non-Profit,,
"CITIZENS OPTIONS UNLIMITED, INC",33H544,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"904 MELVILLE ESTATES
MELVILLE, NY 11747",631 416-3911,2016-04-01,12,No,Non-Profit,"Vol-Merg, Close",2020-12-04
"F R E E, INC",33H545,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"905 MELVILLE ESTATES
MELVILLE, NY 11747",631 416-3930,2016-04-01,10,No,Non-Profit,"Vol-Merg, Close",2021-03-29
"A C L D, INC",33H546,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"906 MELVILLE ESTATES
MELVILLE, NY 11747",631 416-3937,2016-04-01,12,No,Non-Profit,Vol-Other,2017-12-25
"INDEPENDENT GROUP HOME LIVING PROGRAM, INC",33H547,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"908 MELVILLE ESTATES
MELVILLE, NY 11747",631 416-3911,2016-04-01,12,No,Non-Profit,"Vol-Merg, Close",2020-02-21
CATHOLIC GUARDIAN SERVICES,33H548,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"909 MELVILLE ESTATES
MELVILLE, NY 11747",631 416-3937,2016-04-01,12,No,Non-Profit,Vol-Other,2018-07-03
"A C L D, INC",33H549,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"910 MELVILLE ESTATES
MELVILLE, NY 11747",631 416-3937,2016-04-01,12,No,Non-Profit,Vol-Other,2017-12-25
"F R E E, INC",33H550,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"805 KARSHICK ST
BOHEMIA, NY 11716",631 416-3930,2016-04-01,6,No,Non-Profit,"Vol-Merg, Close",2021-05-01
"YOUNG ADULT INSTITUTE, INC",33H551,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"912 MELVILLE ESTATES
HUNTINGTON STATION, NY 11747",631 416-3930,2016-04-01,12,No,Non-Profit,Vol-Other,2019-03-25
"QUEENS SERVICES FOR AUTISTIC CITIZENS, INC",33H552,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"901 MELVILLE ESTATES
MELVILLE, NY 11747",631 416-3880,2016-04-01,12,No,Non-Profit,"Vol-Merg, Close",2020-08-04
CATHOLIC GUARDIAN SERVICES,33H553,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"902 MELVILLE ESTATES
MELVILLE, NY 11747",631 416-3937,2016-04-01,12,No,Non-Profit,Vol-Other,2018-05-31
"F R E E, INC",33H554,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"903 MELVILLE ESTATES
MELVILLE, NY 11747",631 416-3930,2016-04-01,12,No,Non-Profit,"Vol-Merg, Close",2019-05-20
"BIRCH FAMILY SERVICES, INC",33H555,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"550 WEST 162ND STREET
NEW YORK, NY 10032",212 927-3837,2016-07-01,10,No,Non-Profit,,
"BIRCH FAMILY SERVICES, INC",33H556,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"550 WEST 148TH STREET
NEW YORK, NY 10031",212 234-2268,2016-07-01,10,No,Non-Profit,,
"BIRCH FAMILY SERVICES, INC",33H557,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"525 WEST 149TH STREET
NEW YORK, NY 10031",212 234-2450,2016-07-01,10,No,Non-Profit,,
"BIRCH FAMILY SERVICES, INC",33H558,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"569 WEST 183RD STREET
NEW YORK, NY 10033",212 234-2450,2016-07-01,8,No,Non-Profit,,
"INSTITUTES OF APPLIED HUMAN DYNAMICS, INC",33H559,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"1471 TELLER AVENUE
BRONX, NY 10457",914 220-4300,2016-06-30,8,No,Non-Profit,"Vol-Merg, Close",2020-06-30
"INSTITUTES OF APPLIED HUMAN DYNAMICS, INC",33H560,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"621 BRYANT STREET
BRONX, NY 10472",914 271-5353,2016-07-01,12,No,Non-Profit,,
"INSTITUTES OF APPLIED HUMAN DYNAMICS, INC",33H561,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"632 MANIDA STREET
BRONX, NY 10474",914 271-5153,2016-07-01,11,No,Non-Profit,,
"SERVICES FOR THE UNDERSERVED, INC",33H562,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"999 BUSHWICK AVENUE
BROOKLYN, NY 11221",718 443-9852,2016-07-01,10,No,Non-Profit,Vol-Other,2019-07-31
"SERVICES FOR THE UNDERSERVED, INC",33H563,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"1079 EAST 34TH STREET
BROOKLYN, NY 11221",718 377-7556,2016-07-01,10,No,Non-Profit,Vol-Other,2017-12-07
"SERVICES FOR THE UNDERSERVED, INC",33H564,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"109 DECATUR STREET
BROOKLYN, NY 11216",718 453-0010,2016-07-01,10,No,Non-Profit,Vol-Other,2020-02-12
U C P A OF NEW YORK STATE,33H565,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"37-30 SHORE PARKWAY
BROOKLYN, NY 11235",718 769-8836,2016-10-01,10,No,Non-Profit,Vol-Other,2017-05-31
U C P A OF NEW YORK STATE,33H566,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"174 JAVA STREET
BROOKLYN, NY 11222",718 769-8836,2016-10-01,7,No,Non-Profit,,
U C P A OF NEW YORK STATE,33H567,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"156 MIDWOOD STREET
BROOKLYN, NY 11225",718 769-8836,2016-10-01,6,No,Non-Profit,Vol-Other,2017-05-30
U C P A OF NEW YORK STATE,33H568,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"104-24 48TH STREET
CORONA, NY 11368",212 947-5770,2016-10-19,9,No,Non-Profit,,
U C P A OF NEW YORK STATE,33H569,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"218-20 104TH AVENUE
QUEENS VILLAGE, NY 11429",212 947-5770,2016-10-01,10,No,Non-Profit,,
U C P A OF NEW YORK STATE,33H570,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"225 BROOKLYN AVENUE
BROOKLYN, NY 11216",212 947-5770,2016-10-01,6,No,Non-Profit,,
U C P A OF NEW YORK STATE,33H571,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"277 NORTH 8TH STREET
BROOKLYN, NY 11211",212 947-5770,2016-10-01,9,No,Non-Profit,,
U C P A OF NEW YORK STATE,33H572,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"121-01 116TH AVENUE
SOUTH OZONE PARK, NY 11420",212 947-5770,2016-10-01,10,No,Non-Profit,,
U C P A OF NEW YORK STATE,33H573,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"145-16 FARMERS BLVD
JAMAICA, NY 11434",212 947-5770,2016-10-01,14,No,Non-Profit,,
"SERVICES FOR THE UNDERSERVED, INC",33H574,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"108 ST MARKS AVENUE
BROOKLYN, NY 11217",212 633-6900,2016-08-01,12,No,Non-Profit,Vol-Other,2019-07-31
"SERVICES FOR THE UNDERSERVED, INC",33H575,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"257 EAST 45TH STREET
BROOKLYN, NY 11203",212 633-6900,2016-07-06,7,No,Non-Profit,Vol-Other,2019-07-31
"INDEPENDENT GROUP HOME LIVING PROGRAM, INC",33H576,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"924 RAINBOW COMMONS CT
MELVILLE, NY 11747",631 878-8900,2016-12-01,12,No,Non-Profit,Vol-Other,2019-11-26
THE NEW YORK FOUNDLING,33H577,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"163 RIVERDALE AVENUE
BROOKLYN, NY 11212",718 965-1998,2016-12-01,9,No,Non-Profit,,
THE NEW YORK FOUNDLING,33H578,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"470 CHESTER STREET
BROOKLYN, NY 11212",718 965-1998,2016-12-01,11,No,Non-Profit,,
"INDEPENDENT GROUP HOME LIVING PROGRAM, INC",33H579,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"917 RAINBOW COMMONS MELVILLE ESTATES
MELVILLE, NY 11747",631 416-3886,2017-01-05,12,No,Non-Profit,"Vol-Merg, Close",2021-11-16
"A C L D, INC",33H580,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"918 RAINBOW COMMONS
MELVILLE, NY 11747",516 822-0028,2017-02-02,12,No,Non-Profit,,
"INDEPENDENT GROUP HOME LIVING PROGRAM, INC",33H581,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"914 RAINBOW COMMONS
MELVILLE, NY 11747",631 878-8900,2017-02-02,12,No,Non-Profit,,
"A C L D, INC",33H582,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"921 RAINBOW COMMONS
MELVILLE, NY 11747",631 416-3937,2016-12-22,12,No,Non-Profit,,
"A C L D, INC",33H583,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"913 RAINBOW COMMONS
MELVILLE, NY 11747",516 822-0028,2017-03-02,12,No,Non-Profit,Vol-Other,2019-09-10
"CITIZENS OPTIONS UNLIMITED, INC",33H584,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"915 RAINBOW COMMONS
MELVILLE, NY 11747",516 626-1000,2017-03-16,12,No,Non-Profit,,
"COMMUNITY MAINSTREAMING ASSOCIATES, INC",33H585,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"920 RAINBOW COMMONS
MELVILLE, NY 11747",516 683-0710,2017-02-02,12,No,Non-Profit,Vol-Other,2019-04-15
"A C L D, INC",33H586,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"923 RAINBOW COMMONS
MELVILLE, NY 11747",516 683-0710,2017-03-31,11,No,Non-Profit,"Vol-Merg, Close",2020-03-10
"CITIZENS OPTIONS UNLIMITED, INC",33H587,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"919 RAINBOW COMMONS
MELVILLE, NY 11747",516 626-1000,2017-02-16,12,No,Non-Profit,,
I R I - INNOVATIVE RESOURCES FOR INDEPENDENCE,33H588,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"922 RAINBOW COMMONS
HUNTINGTON STATION, NY 11747",718 805-6796,2017-09-28,6,No,Non-Profit,,
